1	Tokyo,	Jepang
Citra Messi sebagai pemain terbaik dunia yang bermain di Spanyol diharapkan akan membuat kota Madrid hadir dengan proposal kuat untuk bisa menjadi tuan rumah  .	3	
Dan dengan sejumlah pemain diproyeksikan bakal pergi , di antaranya Mesut Ozil dan Kaka , harian Spanyol AS melaporkan jika situasi Suarez di Liverpool masih dipantau serius petinggi Madrid yang menyiapkan pembelian kejutan di detik akhir  .	3	
Dan ternyata Reyes juga sependapat mengenai hal itu , dengan mengatakan kecil kemungkinan klub Spanyol lainnya bisa muncul di tengah dominasi Madrid dan Barca  .	3	
Di Liga Spanyol , El Clasico akan menyuguhkan duel Barcelona vs Real Madrid dalam laga di Camp Nou  .	3	
Di Spanyol Barcelona dan Real Madrid terus berkejaran saat menghadapi lawan-lawan mereka , Real Zaragoza dan Valencia  .	3	
Di partai final , Madrid menurunkan seluruh pemain berkebangsaan Spanyol , itu kali pertama terjadi dalam sejarah pertandingan antarklub Eropa  .	3	
Ditinggalkannya Adrian bisa dibilang sangat mengejutkan , karena striker Atletico Madrid itu tampil sensasional saat Spanyol mengalahkan Serbia 2-0 dalam uji coba semalam  .	3	
24	Paris,	Perancis
Dikutip dari AFP , Senin 15 / 11 / 2015 ini merupakan serangan udara pertama Perancis melawan ISIS setelah aksi teror kelompok itu di Paris  .	7	
Photobook mendatang akan berisi gambar yang diambil di Paris ketika Super Junior menggelar konser mereka di Perancis bulan April lalu  .	4	
Bulan Januari lalu G-Dragon menghadiri fashion show sebuah merk asal Perancis , Mugler , sementara Taeyang juga menghadiri Paris Fashion Week untuk 2014 Spring/Summer  .	2	
Chartres Cathedral Perancis sebuah katedral Katolik Ritus Latin yang terletak di Chartres , sekitar 80 kilometer 50 mil barat daya Paris , dianggap sebagai salah satu contoh terbaik di seluruh Perancis gaya arsitektur Gothic  .	2	
Kami sudah mempunyai kesepakatan pembiayaan US 40 miliar dari China Development Bank dan ICBC , kata Rini , usai menghadiri penandatanganan perjanjian antara Garuda Indonesia dengan BOC Aviation , di sela-sela Paris Air Show 2015 , Le Borguet , Perancis , Selasa 16 / 6 / 2015  .	2	
Khawatir Buntut Teror di Perancis , Ini No Darurat buat Turis Indonesia di Paris 33 1 45 50 34 60	2	
Melalui akun facebooknya dengan lebih 8 juta fans , pria kelahiran Suriah yang divonis hukuman mati oleh rezim Assad karena mendukung Revolusi Rakyat Suriah ini menyatakan Pertanyaan untuk ISIS Pertanyaan untuk ISIS yang mengaku bertanggung jawab tehadap serangan di Paris Kenapa kalian menyasar Perancis negara yang mendukung REVOLUSI di Suriah  ?	2	
Namun terlalu lebai dan heboh dalam memberikan bentuk dukungan terhadap Paris , adalah bagian dari bentuk lain atas dukungan terhadap Perancis dan uni eropa untuk menyerang Syria yang akan mendatangkan tragedi kemanusian yang jauh lebih besar  .	2	
Para peneliti Perancis dari Institut Pasteur di Paris telah menemukan obat penghilang penenang baru dan kuat terhadap rasa sakit , yang kekuatannya enam kali lipat lebih besar dibandingkan kekuatan morfin , saat diujicobakan pada tikus- tikus percobaan  .	2	
Saat tiba di Paris , ia tak mengerti bahasa Perancis  .	2	
Tersangka Pelaku Serangan Paris Dipindahkan dari Belgia ke Perancis	2	
Tetapi ada data yang bisa jadi sebagai pengelabuan sejarah , dikatakan pada akhirnya Napoleon dimakamkan secara Kristen di Perancis pada tgl 15 Desember 1840 di gereja Paris , namun sepertinya hal tersebut sebagai sesuatu informasi yang dibuat oleh pihak barat untuk mengaburkan fakta bahwa beliau adalah seorang Muslim  .	2	
Warga Perancis , AS , Inggris , dan Lainnya Jadi Korban Tewas Tragedi Paris	2	
14 Nov- Pasukan keselamatan Perancis menyerbu dewan konsert Bataclan di tengah Paris selepas penyerang membunuh  .	1	
14 Pencetus ide tersebut adalah Jules Rimet , seorang pengacara dan pengusaha Perancis yang terinspirasi setelah menonton Olimpiade Paris tahun 1924  .	1	
153 Terbunuh Di Paris , VIDEO Letupan Bom Cemari Aksi Perancis Jerman	1	
3 perkara yang Fatah tau pasal Perancis 1 Eiffel Tower 2 Kelab Paris st Germain 3 Aliz e No 3 tu ohsem	1	
@Bumiipertiwii GFN- Kehadiran David Beckham sebagai pemain Paris Saint-Germain PSG disambut sinis oleh sebagian media Perancis  .	1	
AKSI Maria Sharapova ketika menentang Hsieh Su-Wei dalam pertemuan perseorangan wanita pada Terbuka Perancis di Roland Garros , Paris , pagi ini  .	1	
ANCELOTTI INGIN LATIH REAL MADRID Carlo Ancelotti mengaku ingin meninggalkan kursi kepelatihan di Paris Saint Germain setelah membawa klub itu menjuarai Liga Perancis musim ini  .	1	
Agensi Super Junior SM Entertainment mengatakan , Super Junior sukses dengan konser SUPER JUNIOR WORLD TOUR SUPER SHOW 4 IN PARIS di LeZenith de Paris pada tanggal 6 April , dan menarik perhatian penggemar dari Perancis , Inggris , Jerman , Polandia , Hungaria , dan masih banyak lagi Mereka menampilkan berbagai lagu hit mereka antara lain , Sorry Sorry , Bonamana , Mr Simple , serta penampilan individu yang mendapatkan respon positif dari 7  .	1	
Aksi Horor Berantai di Kota Paris , Mostefai Bomber Asli Perancis Bunuh 89 Orang	1	
Aksi Pria Ini Membuat Warga Perancis Menangis Setelah Tragedi Paris	1	
Aku percaya Zlatan dan Cristiano dapat berprestasi besar di Paris , tandas Raiola yang dilansir koran Perancis , Le Parisien , Jumat 2 / 11 / 2012  .	1	
Analisaku Buntut dari aksi teror di Paris adalah utk memberi alasan pembenaran bagi presiden Perancis memutuskan utk terlibat perang turut mengirim pasukan ke daerah konflik di Syria  .	1	
Apple Perancis Hadirkan Pita Hitam Tanda Berkabung Usai Tragedi Paris	1	
Arc de Triomphe Paris Monumen terkenal di kota Paris , terletak di jalan ternama Champs de Ellyse , lambang kemenangan Perancis di zaman kekaisaran Napoleon Bonaparte  .	1	
BERKAT ORANG INI , ISIS LELUASA BERKOMUNIKASI SECARA RAHASIA Menurutnya , Pemerintah Perancis sama-sama bertanggung jawab atas serangan Paris  .	1	
Baku tembak antara kepolisian Perancis dan terduga pelaku teror Paris meletus di wilayah Saint Denis , Rabu pagi 18 / 11 waktu setempat  .	1	
Beberapa jam sebelumnya di Perancis , Lavezzi telah berbicara Saya harus mengubah lokasi saya di Paris , dalam sepak bola Anda tidak pernah tahu apa-apa  .	1	
Beckham menyatakan gantung sepatu setelah membawa Paris Saint-Germain menjadi juara Ligue 1 Perancis  .	1	
Beckham yang memulakan karier dengan menyertai akademi bola sepak Manchester United , juga bermula dari usia 14 tahun , bersara minggu lalu selepas membantu Paris St Germain PSG menjuarai liga Perancis  .	1	
Begitu mengetahui berita pementasan itu , Abdul Hamid memberi perintah kepada pemerintah Perancis melalui dutanya di Paris supaya memberhentikan pementasan drama itu dan mengingatkan akan akibat politik yang bakal dihadapi oleh Perancis jika ia meneruskan pementasan itu  .	1	
Beliau kini mengikat kontrak lima bulan bersama kelab Paris St Germain di Perancis  .	1	
Bereaksi Keras Terhadap Serangan Paris , Netizen Jokowi Lebih Hargai Nyawa Orang Perancis Daripada Nyawa Rakyat	1	
Beri Dukungan Moral Perancis , Presiden Jokowi Minggu ke Paris Hadiri Konferensi Perubahan Iklim	1	
Cathédrale Notre-Dame de Paris ini ternyata telah menginspirasi salah satu pengarang paling ternama dari Perancis dan berhasil melahirkan mahakarya sastra yang telah diterjemahkan ke berbagai bahasa , salah satunya yaitu The Hunchback of Notredame Inggris dan Si Cantik dari Notredame Indonesia  .	1	
Cine News A Memory in 8 Tweets dari Guillermo del Toro untuk Insiden Perancis Sutradara Guillermo del Toro ikut mengungkapkana rasa prihatinnya atas kejadian di Paris , bagaimana menurut kalian  ?	1	
David Alaba Austria / FC Bayern Muenchen- Jordi Alba Spanyol / FC Barcelona- Dani Alves Brasil / FC Barcelona- Jerome Boateng Jerman / FC Bayern Muenchen- Daniel Carvajal Spanyol / Real Madrid CF- David Luiz Brasil / Paris St-Germain FC- Filipe Luis Brasil / Chelsea FC- Diego Godin Uruguay / Atletico Madrid- Mats Hummels Jerman / Borussia Dortmund- Branislav Ivanovic Serbia / Chelsea FC- Vincent Kompany Belgia / Manchester City FC- Philipp Lahm Jerman / FC Bayern Muenchen- Marcelo Brasil / Real Madrid CF- Javier Mascherano Argentina / FC Barcelona- Pepe Portugal / Real Madrid CF- Gerard Pique Spanyol / FC Barcelona- Sergio Ramos Spanyol / Real Madrid CF- Thiago Silva Brasil / Paris St-Germain FC- Raphael Varane Perancis / Real Madrid CF- Pablo Zabaleta Argentina / Manchester City FC  .	1	
Denis di pinggir Paris awal pagi ini , ketika polis Perancis menggempur dan mengepung sebuah apartmen yang dipercayai menjadi tempat persembunyian seorang warga Belgium yang disyaki dalang serangan berdarah di kota Paris pada Jumaat lalu  .	1	
Der Wiel Semakin Jauh Dari PSG Menurut sebuah laporan dari situs Perancis LE 10 Sport , Gregory van der Wiel akan segera meninggalkan Paris Saint Germain  .	1	
Duka di Paris , pesta kemenangan di Lisabon Pendukung Perancis hening dalam kekecewaan , sementara  .	1	
Edisi ke-20 Salon du Chocolat di Paris dirasmikan dengan pertunjukan fesyen oleh selebriti Perancis menggayakan baju yang diperbuat dariapada coklat  .	1	
Evra mengajak Carla datang ke Paris saat dirinya sedang berada di sana untuk melakoni friendly match kontra Jerman bersama Perancis , Rabu 6 / 2  .	1	
Fans di Perancis menjadi gila selama konser SMTOWN Live in Paris awal tahun ini , dimana Super Junior tampil didalamnya  .	1	
France Vs ISIS Perancis Kirim Kapal Induk ke Suriah , Daulah Kirim Bom ke Paris lewat @atjehcyber  .	1	
GAMELAN BALI SEMAKIN BERKEMBANG DI MANCANEGARA Musik tradisional Bali kini telah mendunia , bahkan dunia internasional mulai berkenalan dengan gamelan , sejak komponis Perancis , Claude Debussy 1862-1918 , menontonnya di Pameran Semesta yang digelar di Paris pada 1889 untuk memperingati 100 tahun Revolusi Perancis  .	1	
GARA-GARA ORANG INI , ISIS LELUASA BERKOMUNIKASI SECARA RAHASIA Menurutnya , Pemerintah Perancis sama-sama bertanggung jawab atas serangan Paris  .	1	
Galeri Foto Perancis isytihar darurat , serangan di Paris	1	
25	Nassau,	Bahamas
I partied my Nassau off in the Bahamas  .	1	
Nassau , girlsbelike , Bahamas , springbreak , Atlantis	1	
26	Tehran,	Iran
Iran Protest gathering in Tehran , Mashhad	17	
Iran protesting expulsion of 4 nurses in Tehran	7	
Iran street food in Tehran	6	
Iran Ramadan terror plot on Tehran foiled- CNN	3	
Iran expels second-ranking Bahraini diplomat in Tehran Fars	3	
Tehran Saudi Arabia Airstrikes Hit Iran Embassy in Yemen	3	
After Iran deal , EU's Mogherini to visit Tehran , Saudi Arabia- Reuters	2	
Dalam forum ekonomi Indonesia di Kamar Dagang Iran , Industri dan Pertambangan ICCIM , Kuasa Usaha Kedutaan Besar Indonesia di Tehran Aji Setiawan , mengatakan bahwa Pembentukan bank swasta di kedua negara akan membantu menghilangkan hambatan perdagangan  .	2	
Kesatuan Ulama Islam Sedunia KUIS Membantah Lawatan Abdul Hadi Awang Ke Tehran Lawatan Timbalan Ketua Kesatuan Ulama Islam Sedunia ke Iran Tidak Mewakili Kesatuan Ulama Islam  .	2	
Maka itu , pada 18 Oktober 2010 , Maliki terbang ke Tehran pada hari Isnin untuk meminta sokongan bagi masa jabatan barunya , kerana Iran telah mempunyai pengaruh yang signifikan di Baghdad sejak runtuhnya Saddam  .	2	
Modi in Iran PM visits Gurudwara in Tehran , meets Indian diaspora	2	
Tehran Tareekhi Atomi Samjote Me Ahm Kirdar Ada Karne Pr Iran K Wazir Kharja Ka Naam Aman K Inam K Umedwar K Tor Par Pesh Krdia Gya	2	
10 Orang Mati Nahas Kereta Api Di Iran Kereta api itu sedang dalam perjalanan dari timur laut Mashhad ke Tehran  .	1	
After Iran deal , EU's Mogherini to visit Tehran , Saudi Arabia Mogherini's first stop will be Saudi Arabia on  .	1	
AmirZamanian2 RT AriaSabore Iran 10 executed in prison west of Tehran	1	
An Iran Aseman Airlines 727-228Adv on final at Tehran	1	
Arab Saudi memutuskan hubungan diplomatik dengan Iran semalam , sebagai tindak balas terhadap serangan penunjuk pasaran di kedutaannya di Tehran  .	1	
Dan sekiranya terdapat hal lain yang dapat dikerjasamakan dengan pihak Iran dapat disampaikan kepada KBRI Tehran untuk ditindaklanjuti  .	1	
Dari situs resmi komunitas Yahudi Iran There are about 100 synagogues in Iran of which about 26 are in Tehran  .	1	
Diplomats Iran to get natural uranium batch Tehran	1	
Esteghlal Tehran 3 1 Siah Jamegan on Iran Pro League	1	
Ex-Paralympian Mirzaei predicts great year for Iran at Rio 2016- Tehran Times	1	
From Khayyam to Mirzakhani Iran s beautiful minds- Tehran , July 26 , IRNA- The Iranian mathematician Maryam  .	1	
German economy minister , business leaders due in Iran Netanyahu says Khamenei s speech proves Tehran has no i  .	1	
Hasil Pertandingan 1-2 Feb 2016 Iran Divisi 1 1 02 17 30 Parseh Tehran 1-2 Khouneh Be Khouneh 0 0 1 02  .	1	
Helo esnapchat We are in deh Tehran deh capitaal of Iran my beyutiful cuntry	1	
Icon of Iran 2009 uprising , Neda Agha Soltan s memorial ceremony held in Tehran	1	
In Tehran , Interior Minister says Saudi Arabia has asked PM Abadi to mediate between Iran amp ; KSA  .	1	
Intelijen Iran Rilis Video Penggagalan Serangan Bom di 50 Lokasi di Tehran	1	
Iran , Russia sign seven MoUs as GECF wraps up in Tehran	1	
Iran Closes KFC Branch In Tehran	1	
Iran Displays Zolfaqar amp ; Qadr Missiles in Rally in Tehran	1	
Iran German Economy Minister opens 5th session of GWK in Tehran	1	
Iran Indian PM Modi received by Rouhani in Tehran	1	
Iran Oman not mediating between Tehran , Riyadh	1	
Iran Ramadan terror plot on Tehran foiled- CNN CNNIran Ramadan terror plot on Tehran foiledCNNAbu Dha  .	1	
Iran Says Ankara and Tehran Support Syrian ROH3 SmantiBatam	1	
Iran cash payment Did Tehran film transfer  ?	1	
Iran condemns terrorist attack in Pakistan- Tehran , April1 , IRNA Foreign Ministry spokesman Bahram Qasemi co  .	1	
Iran expels second-ranking Bahraini diplomat in Tehran DUBAI Iran's Foreign Ministry has declared Bahrain's  .	1	
Iran expels second-ranking Bahraini diplomat in Tehran Fars DUBAI Reuters- Iran's Foreign Ministry has de  .	1	
Iran expels senior Bahraini diplomat from Tehran	1	
Iran foils Takfiri terrorists plot in Tehran	1	
Iran from @SpaceStation Caspian Coast , Tehran , Isfahan , Karaj , Qom , Rasht  .	1	
Iran haitaruhusu Marekani iwe na ushawishi nchini Khatibu wa Sala ya Ijumaa hapa Tehran Ayatullah Mowahedi  .	1	
Iran invites Iraqi Kurdistan s Barzani to Tehran E-Kurd	1	
Iran ke Islami Inqelaab ke khas Rukn Aayatullah Hashmi Rafsanjani ka Tehran ke ek Hospital me Heart attack se  .	1	
27	Vientiane,	Laos
Dalam pertandingan yang digelar di gedung Lao ITECC , Vientiane , itu medali emas diraih tim tuan rumah Laos dan perunggu disabet Brunei dan Malaysia  .	1	
Di Vientiane , atau di negara Laos ini obyek wisata gak senendang seperti di Myanmar  .	1	
KELILING INDOCHINA TRIP Current Location Vientiane UPDATE TERKINI Sila rujuk post sebelum Untuk makluman memang sampai di Laos lebih kurang 12 jam tetapi di sempadan  .	1	
Siap menuju Vientiane narasumber UN-FAO perkuat penyiapan standar keamanan pangan di Laos Lao PDR  .	1	
The Pha That Luang stupa is the symbol of the city of Vientiane , the capital of Laos  .	1	
Vientiane adalah ibu negara Laos  .	1	
Yusuf membuka jalan bagi rekan-rekannya dengan merebut medali emas pertama dari cabang pencak silat kategori ganda putra pada SEA Games 2009 Laos di Hall 3 Lao ITECC Vientiane , Senin  .	1	
28	Bamako,	Mali
2 Penyandera di Hotel Mewah Mali Tewas Dua pelaku penyanderaan di hotel mewah Radisson Blu di Bamako , ibu kot  .	10	
Drama penyerangan dan penyanderaan di Hotel Mali , tepatnya di Kota Bamako , hingga saat ini  .	1	
Kemenlu Tidak Ada WNI Jadi Korban Penembakan di Mali Insiden penembakan terjadi di sebuah hotel di Bamako , M  .	1	
Mali Tangkap 2 Orang Terkait Serangan Hotel di Bamako	1	
Mali un attentat frappe un bar de Bamako , un Français tué	1	
29	Ankara,	Turki
PM Turki Batalkan Kunjungan ke Brussels Menyusul Ledakan di Ankara	12	
Ataturk pula yang memindahkan ibu negara Turki dari Istanbul ke Angora yang kini dikenali sebagai Ankara  .	6	
Bom Mobil di Ankara Tewaskan 37 Orang , Pelakunya Termasuk 1 Wanita Otoritas Turki menuding kelompok terlarang  .	5	
PM Turki Tuding ISIS Dalang Pengeboman di Ankara	4	
Saat ini injil dijaga ketat oleh pihak berwenang Turki sebelum diserahkan pada Museum Etnografi Ankara  .	4	
Terlibat organisasi terlarang di Turki , seorang WNI ditahan Pemerintah Indonesia melalui KBRI di Ankara , T  .	4	
Tiga petinggi polisi Turki dipecat atas insiden bom ganda Ankara	4	
Turki Curigai Militan Kurdi Dalangi Ledakan Bom Mobil di Ankara	4	
Turki Larang Penayangan Ledakan Bom di Ankara	3	
Turki Tuduh Pemberontak Kurdi Lakukan Pemboman Ankara	3	
@imanbaim Turki larang akses medsos setelah bom mobil di Ankara @jangaher	2	
Ankara Diguncang Bom , Erdogan Tunda Kunjungan ke Luar Negeri Presiden Turki , Recep Tayyip Erdogan menunda ren  .	2	
Erdogan bersumpah Turki tak akan lemah hanya karena bom Serangan teror seperti bom mobil di Ankara hanya akan  .	2	
Kondisi di Turki Sudah Berangsur Pulih Dubes RI di Ankara menuturkan kondisi sudah berangsur pulih  .	2	
Kudeta Turki , 42 Tewas dalam Serangan Ankara	2	
Muhyiddin ke Ankara hadiri majlis pelantikan Presiden Turki	2	
PM Turki Ahmet Davutoglu membatalkan kunker ke Brussels menyusul adanya ledakan di Ankara  .	2	
PM Turki Sebut ISIS Tersangka Utama Pemboman di Ankara	2	
Partai Keadilan dan Pembangunan AKP kembali meraih kemenangan gemilang pada Pemilu Lokal Turki dengan menguasai mayoritas daerah , termasuk ibukota Ankara dan megapolitan Istanbul  .	2	
Presiden Turki Kecam Keras Ledakan Bom Kembar di Ankara	2	
Turki segera rilis hasil investigasi bom mobil di Ankara	2	
- 6 perkara Rusia perlu berfikir sebelum serang Turki Menembak pesawat Sukhoi 24 Rusia di atas wilayah udara Turki pada hari Selasa 24 Nov mengheret hubungan pemerintahan Ankara dan Moscow dalam bibir jurang perang tentera terbesar di abad ke-21  .	1	
- Hadapi Rusia , Turki kerah 18 jet tempur di sempadan Syria Rabu 25 November 2015 , Kerajaan Ankara mengerahkan 18 jet tempur jenis F-16 di sekitar sempadan Turki-Syria , pasca memanasnya hubungan dengan Rusia selepas sebuah pesawat Sukhoi ditembak jatuh pada hari Selasa 24 / 11  .	1	
20 Juli 1402 di dekat Ankara , kota yang hari ini menjadi ibu kota Republik Turki , terjadilah perang dahsyat yg dilupakan sejarah , yakni The Batle of Ankara Perang Ankara  .	1	
40 FOTO EKSKLUSIF Ankara , Ibu Kota Turki dalam Lensa Januari 2016	1	
700 WNI di Turki , tmsk 800 di Istanbul amp ; 400 di Ankara  .	1	
@mrbodel Bom Ankara Ditujukan ke Kendaraan Militer Turki	1	
